book,chapter,verse,text_Tagalog,text_Hiligaynon
Exodus,4,9,"Kung sila'y hindi maniwala sa dalawang tandang ito, ni hindi makinig sa iyo, kukuha ka ng tubig mula sa Nilo at iyong ibubuhos sa tuyong lupa. At ang tubig na iyong kukunin mula sa Nilo ay magiging dugo sa tuyong lupa.”","Pero kon indi pa gid gani sila magpati sa imo pagkatapos sining duha ka milagro, magkuha ka sang tubig sa Suba sang Nilo kag ibubo ini sa mamala nga duta, kag mahimo ini nga dugo.”"
Exodus,4,10,"Ngunit sinabi ni Moises sa Panginoon , “O Panginoon, ako'y hindi mahusay magsalita, mula pa noon o kahit na mula nang magsalita ka sa iyong lingkod; sapagkat ako'y makupad sa pananalita at umid ang dila.”","Nagsiling si Moises sa Ginoo , “Ginoo, indi ako maayo maghambal. Halin pa sang una pigaw ako pahambalon, kag bisan subong nga nagapakighambal ka sa akon nga imo alagad. Nagautol-utol ako kon maghambal.”"
Exodus,4,11,"Sinabi sa kanya ng Panginoon , “Sino bang gumawa ng bibig ng tao? O sinong gumagawa ng pipi, o bingi, o may paningin, o bulag sa tao? Hindi ba akong Panginoon ?","Nagsiling ang Ginoo sa iya, “Sin-o bala ang nagahimo sang baba sang tawo? Sin-o bala ang nagahimo sa iya nga bungol ukon apa? Sin-o bala ang nagabuot nga makakita siya ukon mabulag? Indi bala ako, ang Ginoo ?"
Exodus,4,12,"Kaya ngayon ay humayo ka, ako'y sasaiyong bibig at ituturo ko sa iyo kung ano ang iyong sasabihin.”","Gani lakat, kay buligan ko ikaw sa paghambal kag tudluan ko ikaw kon ano ang imo ihambal.”"
Exodus,4,13,"Ngunit kanyang sinabi, “O Panginoon, iba na ang iyong suguin.”","Pero nagsiling si Moises, “O Ginoo, kon mahimo magpadala ka na lang sang iban.”"
Exodus,4,14,"Ang galit ng Panginoon ay nag-alab laban kay Moises at kanyang sinabi, “Wala ba si Aaron, ang kapatid mong Levita? Alam kong siya'y nakakapagsalitang mabuti. Siya'y dumarating upang salubungin ka. Pagkakita niya sa iyo ay matutuwa ang kanyang puso.","Naakig ang Ginoo kay Moises, kag nagsiling siya, “Ti, si Aaron na lang nga imo utod, nga kaliwat man ni Levi. Nahibaluan ko nga maayo siya maghambal. Nagapakadto na siya gani diri sa pagpakigkita sa imo. Malipay gid siya kon makita niya ikaw."
Exodus,4,15,Ikaw ay magsasalita sa kanya at iyong ilalagay sa kanyang bibig ang mga salita; at ako'y sasaiyong bibig at sasakanyang bibig. Aking ituturo sa inyo kung ano ang inyong gagawin.,"Estoryahon mo siya, kag tudluan mo siya kon ano ang iya ihambal. Buligan ko kamo nga duha sa paghambal, kag tudluan ko man kamo kon ano ang inyo himuon."
Exodus,4,16,Siya ang magiging tagapagsalita mo sa mga tao; siya'y magiging bibig para sa iyo at ikaw ay magiging parang Diyos sa kanya.,"Si Aaron ang magahambal sa mga tawo para sa imo. Tudluan mo siya kon ano ang iya ihambal, subong nga daw ikaw ang Dios."
Exodus,4,17,Dadalhin mo sa iyong kamay ang tungkod na ito na gagamitin mo sa paggawa ng mga tanda.” Nagbalik si Moises sa Ehipto,Kag dal-a ang imo baston agod paagi sina makahimo ka sang mga milagro.” Nagbalik si Moises sa Egipto
Exodus,4,18,"Si Moises ay bumalik kay Jetro na kanyang biyenan at nagsabi sa kanya, “Pahintulutan mo akong bumalik sa aking mga kapatid sa Ehipto at titingnan ko kung sila'y buháy pa.” Sinabi ni Jetro kay Moises, “Humayo kang payapa.”","Nagbalik si Moises kay Jetro nga iya ugangan kag nagsiling sa iya, “Tuguti ako sa pagbalik sa akon mga kadugo sa Egipto sa pagtan-aw kon bala buhi pa sila.” Nagsiling si Jetro, “Sige, kag maayo lang nga paglakat.”"
Exodus,4,19,"Sinabi ng Panginoon kay Moises sa Midian, “Humayo ka, bumalik ka sa Ehipto; sapagkat patay na ang lahat ng tao na nagtatangka sa iyong buhay.”","Antes maghalin si Moises sa Midian nagsiling ang Ginoo sa iya, “Sige, balik na sa Egipto kay nagkalamatay na ang tanan nga gusto magpatay sa imo.”"
Exodus,4,20,Kaya't isinama ni Moises ang kanyang asawa at ang kanyang mga anak; kanyang pinasakay sila sa isang asno at siya'y bumalik sa lupain ng Ehipto. Dinala ni Moises ang tungkod ng Diyos sa kanyang kamay.,Gani ginkuha ni Moises ang iya asawa kag mga anak nga lalaki kag ginpasakay sa asno kag nagbalik sa Egipto. Gindala man niya ang baston nga ginsugo sang Dios nga iya dal-on .
Exodus,4,21,"Sinabi ng Panginoon kay Moises, “Pagkabalik mo sa Ehipto, iyong gawin sa harap ng Faraon ang lahat ng kababalaghan na aking ipinagkatiwala sa iyong kamay. Ngunit aking papatigasin ang kanyang puso at hindi niya papayagang umalis ang bayan.","Nagsiling ang Ginoo kay Moises, “Pag-abot mo sa Egipto, himuon mo gid sa atubangan sang hari ang tanan nga milagro nga ginapahimo ko sa imo. Ginhatagan ko ikaw sang gahom sa paghimo sina. Pero patig-ahon ko ang tagipusuon sang hari agod indi niya pagtugutan nga maghalin ang mga Israelinhon."
Exodus,4,22,"Iyong sasabihin sa Faraon, ‘Ganito ang sabi ng Panginoon , ang Israel ang aking panganay na anak,","Dayon silingon mo siya, ‘Amo ini ang ginasiling sang Ginoo : Ginakabig ko ang Israel nga akon kamagulangan nga anak nga lalaki,"
Exodus,4,23,"at aking sinasabi sa iyo, “Pahintulutan mong umalis ang aking anak upang siya'y makasamba sa akin.” Kung ayaw mo siyang paalisin, aking papatayin ang iyong anak na panganay.’”","gani ginsugo ko ikaw nga palakton mo siya agod makasimba siya sa akon, pero wala ka magsugot. Gani patyon ko ang kamagulangan mo nga anak nga lalaki!’ ”"
Exodus,4,24,"Sa daan, sa isang lugar na pinagpalipasan nila ng gabi, sinalubong siya ng Panginoon at tinangka siyang patayin.","Sang nagapanglakaton na si Moises kag ang iya pamilya, nagpahuway sila sa isa ka palahuwayan. Ginkadtuan sang Ginoo si Moises kag patyon kuntani. 25-26 Pero nagkuha si Zipora sang matalom nga bato kag gintuli ang iya anak, kag ang panit nga iya nakuha gintandog niya sa kinatawo ni Moises. Dayon nagsiling si Zipora, “Ikaw isa ka duguon nga bana sa akon.” (Ginhambal ini ni Zipora nga may kaangtanan sa pagkatuli.) Gani wala pagpatya sang Ginoo si Moises. 27 Karon, nagsiling ang Ginoo kay Aaron, “Lakat kag sugataa si Moises sa kamingawan.” Gani ginsugata niya si Moises sa Bukid sang Dios kag ginhalukan bilang pag-abiabi . 28 Ginsugiran dayon ni Moises si Aaron sang tanan nga ginsugo sang Ginoo nga ihambal niya, kag sang tanan nga milagro nga ipahimo sa iya. 29 Gani naglakat sila nga duha, kag gintipon nila ang tanan nga manugdumala sang mga Israelinhon. 30 Ginsugiran sila ni Aaron sang tanan nga ginsiling sang Ginoo kay Moises. Kag ginhimo ni Moises ang mga milagro sa atubangan sang mga tawo, 31 kag nagpati sila. Sang nahibaluan nila nga nagakabalaka ang Ginoo sa ila kag nakita niya ang ila mga pag-antos, nagluhod sila kag nagsimba sa Ginoo ."
Exodus,5,1,"Pagkatapos nito, si Moises at si Aaron ay pumunta kay Faraon at sinabi, “Ganito ang sabi ng Panginoon , ang Diyos ng Israel, ‘Hayaan mong umalis ang aking bayan upang magdiwang sila ng kapistahan sa ilang para sa akin.’”","Sang ulihi, nagkadto si Moises kag si Aaron sa hari sang Egipto kag nagsiling, “Amo ini ang ginasiling sang Ginoo , ang Dios sang Israel: ‘Palakta ang akon katawhan, agod makasaulog sila sang piesta para sa akon sa kamingawan.’ ”"
Exodus,5,2,"Ngunit sinabi ni Faraon, “Sino ang Panginoon na aking papakinggan ang kanyang tinig, upang pahintulutan kong umalis ang Israel? Hindi ko kilala ang Panginoon at saka hindi ko papahintulutang umalis ang Israel.”","Nagsiling ang hari, “Sin-o gid ang Ginoo nga magpati ako sa iya kag magtugot nga palakton ko ang mga Israelinhon? Wala ako nakakilala sa Ginoo kag indi ko pagpalakton ang mga Israelinhon.”"
Exodus,5,3,"Kanilang sinabi, “Ang Diyos ng mga Hebreo ay nakipagtagpo sa amin. Ipinapakiusap namin sa iyo, pahintulutan mo kaming maglakbay ng tatlong araw sa ilang at mag-alay sa Panginoon naming Diyos, kung hindi ay darating siya sa amin na may salot o tabak.”","Nagsabat si Moises kag si Aaron, “Nagpakita sa amon ang Dios sang mga Israelinhon. Gani kon mahimo tuguti kami sa paglakat sing tatlo ka adlaw sa kamingawan agod makahalad kami sang mga halad sa Ginoo nga amon Dios, kay kon indi gani, pamatyon niya kami paagi sa balatian ukon inaway.”"
Exodus,5,4,"Ngunit sinabi sa kanila ng hari ng Ehipto, “Moises at Aaron, bakit ninyo inilalayo ang bayan sa kanilang mga gawain? Pumaroon kayo sa inyong mga gawain.”","Pero nagsiling ang hari sang Egipto, “Ngaa pauntaton ninyo ang mga tawo sa ila trabaho? Balik na kamo sa inyo mga obra!"
Exodus,5,5,"Sinabi ni Faraon, “Ang mga tao sa lupain ay marami na ngayon, at inyong pinapapagpahinga sila sa kanilang mga gawain!” Dinagdagan ni Faraon ang Pahirap sa mga Tao",Tan-awa kon daw ano kadamo sang mga tawo nga pauntaton ninyo sa pag-obra.”
Exodus,5,6,"Nang araw ding iyon ay iniutos ng Faraon sa mga tagapangasiwa sa mga tao at sa kanilang mga kapatas,","Sadto gid nga adlaw, nagmando ang hari sa mga Egiptohanon nga nagadumala sa mga Israelinhon sa trabaho kag sa mga porman nga Israelinhon. Siling niya,"
Exodus,5,7,"“Huwag na ninyong bibigyan ang mga tao ng dayami sa paggawa ng tisa, na gaya ng dati. Sila ang pumaroon at magtipon ng dayami para sa kanilang sarili.","“Indi na kamo maghatag sa mga trabahador sang mga dagami nga gamiton nila sa paghimo sang mga tisa, kundi sila na mismo ang magpanguha sini."
Exodus,5,8,"Ngunit ang bilang ng mga tisa na kanilang dating ginagawa ay siya rin ninyong iaatang sa kanila. Wala kayong babawasin sapagkat sila'y mga tamad. Kaya't sila'y dumadaing na nagsasabi, ‘Hayaan mo kaming umalis at maghandog sa aming Diyos.’","Pero dapat amo man gihapon kadamo nga tisa ang ila himuon. Mga matamad sila, amo ina nga nagapangabay sila nga palakton ko sila agod makahalad sila sa ila Dios."
Exodus,5,9,Lalo ninyong pabigatin ang gawain ng mga lalaki upang kanilang pagpagalan at huwag nilang pansinin ang mga kabulaanang salita.”,Paobraha pa gid sila sing tudo agod magsako pa gid sila kag indi na magsagi pamati sa mga binutig.”
Exodus,5,10,"Kaya't ang mga tagapangasiwa at kapatas ng mga tao ay lumabas at kanilang sinabi sa bayan, “Ganito ang sabi ni Faraon, ‘Hindi ko kayo bibigyan ng dayami.","Gani naglakat sila sa mga Israelinhon kag nagsiling, “Nagsugo ang hari nga indi na namon kamo paghatagan sang dagami."
Exodus,5,11,"Humayo kayo mismo, kumuha kayo ng dayami kung saan kayo makakakita ngunit walang babawasin kaunti man sa inyong gawain.’”","Kamo na ang magpangita sini bisan diin, pero amo man gihapon kadamo nga tisa ang inyo himuon.”"
Exodus,5,12,Kaya't ang bayan ay naghiwa-hiwalay sa buong lupain ng Ehipto upang maghanap ng pinagputulan ng trigo na panghalili sa dayami.,Gani naglalapta ang mga Israelinhon sa bug-os nga Egipto sa pagpanguha sang dagami.
Exodus,5,13,"Pinagmamadali sila ng mga tagapangasiwa na sinasabi, “Tapusin ninyo ang inyong mga gawa, ang inyong gawain sa araw-araw na gaya nang mayroon kayong dayami.”","Ginapadali sila sang mga manugdumala sa trabaho nga nagasiling, “Himua ninyo ang amo gihapon nga kadamuon sang tisa kada adlaw pareho sang inyo ginahimo sadto sang ginahatagan pa kamo sang dagami.”"
Exodus,5,14,"Hinampas sila ng mga kapatas sa mga anak ni Israel na itinalaga sa kanila ng mga tagapangasiwa ni Faraon at sila'y tinanong, “Bakit hindi ninyo tinapos ang inyong gawain kahapon at ngayon sa paggawa ng tisa, na gaya ng dati?”","Dayon ginkastigo nila ang mga porman nga Israelinhon kag ginpamangkot, “Ngaa wala ninyo mahimo kahapon kag subong ang kadamuon sang tisa nga ginapahimo sa inyo, nga pareho kadamo sadto?”"
Exodus,5,15,"Nang magkagayo'y ang mga kapatas sa mga anak ni Israel ay naparoon at dumaing kay Faraon, “Bakit mo ginaganito ang iyong mga alipin?","Gani nagkadto dayon ang mga porman nga Israelinhon sa hari kag nagreklamo, “Ngaa amo ini ang pagtratar mo sa amon nga imo mga suluguon?"
Exodus,5,16,"Walang dayaming ibinibigay sa iyong mga alipin at kanilang sinasabi sa amin, ‘Gumawa kayo ng tisa!’ Ang iyong mga alipin ay hinahampas ngunit nasa iyong sariling bayan ang kasalanan.”","Wala kami ginahatagan sang dagami, pero ginapilit kami nga maghimo sang amo man gihapon kadamo nga tisa, kag ginakastigo pa kami. Sala gid ini sang imo mga tinawo!”"
Exodus,5,17,"Subalit kanyang sinabi, “Kayo'y mga tamad, kayo'y mga tamad! Kaya't inyong sinasabi, ‘Hayaan mo kaming umalis at maghandog sa Panginoon :’","Nagsiling ang hari, “Mga matamad gid kamo, amo ina nga nagapangabay kamo nga palakton ko kamo agod makahalad kamo sa Ginoo ."
Exodus,5,18,"Kayo nga'y umalis ngayon at magtrabaho sapagkat walang dayaming ibibigay sa inyo, gayunma'y gagawin ninyo ang gayunding bilang ng mga tisa.” Nawawalan ng Loob ang mga Tao","Balik na kamo sa inyo mga obra! Indi kamo paghatagan sang dagami, pero amo man gihapon kadamo nga tisa ang inyo himuon.”"
Exodus,5,19,"Nakita ng mga pinuno ng mga anak ni Israel na napasama ang kanilang kalagayan nang sabihin sa kanila, “Walang mababawas na anuman sa inyong mga tisa sa araw-araw.”","Tungod nga nag-insister ang hari nga himuon gid nila ang kadamuon sang tisa nga ginapahimo sa ila kada adlaw, nareyalisar sang mga porman nga Israelinhon nga mabudlayan gid sila."
Exodus,5,20,"Pagkagaling nila kay Faraon, pumunta sila kina Moises at Aaron na naghihintay na makatagpo sila.","Paghalin nila sa hari, nakita nila si Moises kag si Aaron nga nagahulat sa ila."
Exodus,5,21,"Sinabi nila sa kanila, “Kayo nawa'y tingnan ng Panginoon at hatulan! Ang aming katayuan ay ginawa ninyong nakakamuhi sa mga mata ni Faraon at sa kanyang mga lingkod, na naglagay ng tabak sa kanilang kamay upang kami ay patayin.”","Nagsiling sila kay Moises kag kay Aaron, “Kabay pa nga silutan kamo sang Ginoo , kay tungod sa inyo naakig sa amon ang hari kag ang iya mga opisyal. Ang inyo ginhimo mangin kabangdanan sa pagpatay nila sa amon.” Nagpromisa ang Dios nga Luwason Niya ang mga Israelinhon"
Exodus,5,22,"Si Moises ay bumalik sa Panginoon at nagsabi, “ Panginoon , bakit mo ginawan ng masama ang bayang ito? Bakit mo pa ako isinugo?","Nagdangop liwat si Moises sa Ginoo kag nagpangamuyo, “O Ginoo, ngaa ginapaantos mo ang imo katawhan? Ngaa bala nga ginpadala mo pa ako sa ila ?"
Exodus,5,23,Mula nang ako'y pumaroon kay Faraon upang magsalita sa iyong pangalan ay kanyang ginawan ng kasamaan ang bayang ito at hindi mo man lamang iniligtas ang iyong bayan.”,"Halin sang ginsugid ko sa hari ang imo mensahi, ginpintasan pa gid niya ang imo katawhan, kag wala mo gid sila pagluwasa.”"
Exodus,6,1,"Subalit sinabi ng Panginoon kay Moises, “Ngayo'y makikita mo kung ano ang gagawin ko kay Faraon, sapagkat sa pamamagitan ng makapangyarihang kamay ay kanyang paaalisin sila, at sa pamamagitan ng isang makapangyarihang kamay ay kanyang palalayasin sila sa kanyang lupain.”","Nagsiling ang Ginoo kay Moises, “Karon makita mo kon ano ang pagahimuon ko sa hari sang Egipto. Tungod sa gahom nga akon ipakita, tugutan niya nga maghalin kamo sa iya nasyon. Mapilitan siya nga magpahalin sa inyo.”"
Exodus,6,2,"Sinabi ng Diyos kay Moises, “Ako ang Panginoon .","Nagsiling pa gid ang Dios kay Moises, “Ako amo ang Ginoo ."
Exodus,6,3,"Ako'y nagpakita kay Abraham, kay Isaac, at kay Jacob bilang Diyos na Makapangyarihan sa lahat; ngunit hindi ako nagpakilala sa kanila sa pamamagitan ng aking pangalang ‘Ang Panginoon ’.","Nagpakita ako kay Abraham, kay Isaac, kag kay Jacob bilang Makagagahom nga Dios, pero wala ko ginpahayag sa ila ang akon ngalan nga Ginoo ."
Exodus,6,4,"Akin ding itinatag ang aking tipan sa kanila na ibibigay ko sa kanila ang lupain ng Canaan, ang lupain na kung saan sila'y nakipanirahan.","Naghimo ako sang kasugtanan sa ila, nga ihatag ko sa ila ang duta sang Canaan nga sa diin nag-estar sila bilang mga dumuluong."
Exodus,6,5,Bukod dito'y aking narinig ang daing ng mga anak ni Israel na inaalipin ng mga Ehipcio at aking naalala ang aking tipan.,"Nabatian ko ang mga pag-ugayong sang mga Israelinhon nga ginaulipon sang mga Egiptohanon, kag ginadumdom ko ang akon kasugtanan sa ila ."
Exodus,6,6,"Kaya't sabihin mo sa mga anak ni Israel, ‘Ako ang Panginoon at aking ilalabas kayo sa ilalim ng mga pasanin ng mga Ehipcio, at aking hahanguin kayo sa pagkaalipin sa kanila, at aking tutubusin kayo na may nakaunat na kamay at may mga dakilang kahatulan.","Gani silinga ang mga Israelinhon: ‘Ako amo ang Ginoo . Hilwayon ko kamo sa pagkaulipon sa Egipto. Paagi sa akon gahom, silutan ko sing puwerte gid ang mga Egiptohanon, kag luwason ko kamo."
Exodus,6,7,Kayo'y aking aariing aking bayan at ako'y magiging Diyos ninyo at inyong malalaman na ako'y Panginoon ninyong Diyos na nagpalaya sa inyo sa pagpapahirap ng mga Ehipcio.,Kabigon ko kamo nga akon katawhan kag ako mangin inyo Dios. Dayon mahibaluan ninyo nga ako amo ang Ginoo nga inyo Dios nga naghilway sa inyo sa pagkaulipon sa Egipto.
Exodus,6,8,"Dadalhin ko kayo sa lupain na aking ipinangakong ibibigay kina Abraham, Isaac, at Jacob; at aking ibibigay ito sa inyo bilang pamana. Ako ang Panginoon .’”","Dal-on ko kamo sa duta nga akon ginsumpa nga ihatag kay Abraham, Isaac kag Jacob. Ihatag ko ini sa inyo, kag inyo ini panag-iyahan. Ako amo ang Ginoo .’ ”"
Exodus,6,9,Gayon ang sinabi ni Moises sa mga anak ni Israel; subalit hindi sila nakinig kay Moises dahil sa panlulupaypay at sa malupit na pagkaalipin.,"Ginhambal ini ni Moises sa mga Israelinhon, pero wala sila nagpati sa iya tungod kay nadulaan na sila sing paglaom sa sobra nga pagpaantos sa ila bilang mga ulipon."
Exodus,6,10,"Ang Panginoon ay nagsalita kay Moises,","Dayon nagsiling ang Ginoo kay Moises,"
Exodus,6,11,"“Pumasok ka, sabihin mo kay Faraon na hari ng Ehipto na kanyang pahintulutang umalis sa lupain niya ang mga anak ni Israel.”","“Lakat, kag silinga ang Faraon nga hari sang Egipto nga pahalinon na niya ang mga Israelinhon sa iya nasyon.”"
Exodus,6,12,"Ngunit si Moises ay nagsalita sa Panginoon , “Ang mga anak ni Israel ay hindi nakinig sa akin; paano ngang makikinig si Faraon sa akin, ako na isang di-mahusay na tagapagsalita?”","Pero nagsiling si Moises sa Ginoo , “Kon ang mga Israelinhon indi gani magpamati sa akon, ang hari pa ayhan? Labi na nga indi ako maayo maghambal!”"
Exodus,6,13,"Subalit ang Panginoon ay nagsalita kay Moises at kay Aaron, at pinagbilinan sila tungkol sa mga anak ni Israel, at kay Faraon na hari ng Ehipto, upang ilabas ang mga anak ni Israel sa lupain ng Ehipto.","Pero nagsiling ang Ginoo kay Moises kag kay Aaron, “Silinga ninyo ang mga Israelinhon kag ang Faraon nga hari sang Egipto nga ginsugo ko kamo sa pagpaguwa sa mga Israelinhon sa Egipto.” Ang Lista sang mga Katigulangan ni Moises kag ni Aaron"
Exodus,6,14,"Ito ang mga puno sa mga sambahayan ng kanilang mga ninuno: ang mga anak ni Ruben na panganay ni Israel: si Hanoc, si Fallu, si Hesron, at si Carmi. Ito ang mga angkan ni Ruben.","Amo ini ang mga katigulangan sang mga panimalay nga naghalin sa pila ka mga tribo sang Israel: Ang mga anak nga lalaki ni Reuben, nga kamagulangan nga anak ni Israel, amo sila ni Hanoc, Palu, Hezron, kag Carmi. Sila kag ang ila mga kaliwat amo ang mga pamilya nga naghalin kay Reuben."
Exodus,6,15,"Ang mga anak ni Simeon: si Jemuel, si Jamin, si Ohad, si Jakin, si Zohar, at si Shaul na anak sa isang babaing taga-Canaan; ito ang mga angkan ni Simeon.","Ang mga anak nga lalaki ni Simeon amo sila ni Jemuel, Jamin, Ohad, Jakin, Zohar, kag Shaul. (Ining si Shaul anak ni Simeon sa Canaanhon nga babayi.) Sila kag ang ila mga kaliwat amo ang mga pamilya nga naghalin kay Simeon."
